ID;BUILDING TYPE;DEM (m);DSM (s);BUILDING HEIGHT (m);FOOTPRINT AREA (m2);FLOOR AREA (m2);;Floor height (m);3.6;m
439.00;yes;2.76;12.99;10.23;212.72;604.61;;;;
440.00;yes;2.73;10.58;7.85;307.58;670.40;;;;
441.00;yes;2.53;9.21;6.68;318.17;590.05;;;;
442.00;yes;2.96;9.70;6.74;278.79;521.93;;;;
443.00;yes;2.53;11.89;9.36;291.37;757.94;;;;
444.00;yes;3.81;15.09;11.28;286.61;897.98;;;;
445.00;yes;3.61;13.42;9.82;276.90;755.14;;;;
446.00;yes;4.19;19.74;15.55;517.04;2233.85;;;;
447.00;yes;2.48;9.75;7.27;396.38;800.03;;;;
448.00;yes;2.63;9.53;6.90;112.72;216.09;;;;
449.00;yes;2.51;9.24;6.73;311.74;582.81;;;;
450.00;yes;2.04;8.32;6.28;288.80;504.04;;;;
451.00;yes;1.73;8.89;7.16;294.02;585.01;;;;
452.00;yes;1.03;8.91;7.88;337.42;738.67;;;;
453.00;yes;2.64;8.33;5.70;463.53;733.77;;;;
454.00;yes;3.96;13.74;9.78;530.70;1441.44;;;;
455.00;yes;2.44;11.72;9.28;279.36;720.15;;;;
456.00;house;3.17;11.15;7.98;357.90;793.76;;;;
457.00;yes;1.97;10.50;8.53;1011.01;2396.54;;;;
458.00;yes;2.71;12.00;9.29;254.79;657.71;;;;
459.00;yes;3.85;12.85;9.00;208.65;521.58;;;;
460.00;yes;2.81;11.69;8.88;241.04;594.31;;;;
461.00;yes;4.12;12.29;8.16;238.65;541.13;;;;
462.00;yes;2.61;11.00;8.39;212.14;494.29;;;;
463.00;yes;4.12;11.00;6.87;381.30;728.11;;;;
464.00;yes;1.98;9.81;7.83;432.49;940.94;;;;
465.00;yes;2.06;10.09;8.03;300.19;669.45;;;;
466.00;yes;2.85;12.94;10.09;344.51;965.76;;;;
467.00;yes;2.52;9.03;6.51;409.18;739.42;;;;
468.00;yes;3.74;13.01;9.27;216.57;557.59;;;;
469.00;yes;2.54;14.91;12.37;258.32;887.51;;;;
470.00;yes;4.82;12.31;7.49;202.79;421.88;;;;
471.00;yes;1.23;11.03;9.80;776.07;2113.22;;;;
472.00;yes;4.03;8.72;4.69;367.85;479.44;;;;
473.00;yes;2.04;12.68;10.63;412.39;1217.91;;;;
474.00;yes;3.20;14.80;11.60;406.94;1311.51;;;;
475.00;yes;3.60;13.06;9.46;188.24;494.44;;;;
476.00;yes;1.34;9.00;7.66;345.82;736.30;;;;
477.00;yes;3.84;11.00;7.16;450.06;894.93;;;;
478.00;yes;3.43;9.91;6.48;229.56;413.50;;;;
479.00;yes;3.05;11.99;8.95;1309.00;3253.06;;;;
480.00;yes;2.44;8.59;6.15;310.38;530.10;;;;
481.00;yes;2.63;11.00;8.37;217.21;504.94;;;;
482.00;yes;2.52;10.81;8.28;338.43;778.76;;;;
483.00;yes;1.63;8.00;6.37;303.35;536.50;;;;
484.00;yes;3.23;12.26;9.03;242.56;608.49;;;;
485.00;yes;3.49;10.77;7.28;292.02;590.33;;;;
486.00;yes;3.01;9.72;6.71;142.85;266.23;;;;
487.00;yes;2.63;10.61;7.97;321.22;711.53;;;;
488.00;yes;3.08;13.00;9.92;42.40;116.79;;;;
489.00;yes;2.63;11.00;8.37;627.53;1458.19;;;;
490.00;yes;2.42;9.39;6.97;158.13;306.28;;;;
491.00;yes;2.63;11.57;8.94;230.17;571.75;;;;
492.00;yes;1.63;10.00;8.37;182.66;424.74;;;;
493.00;yes;2.48;10.25;7.77;245.88;530.60;;;;
494.00;yes;2.41;9.42;7.01;159.55;310.90;;;;
495.00;yes;3.99;12.78;8.79;211.67;516.93;;;;
496.00;yes;1.52;12.05;10.53;4790.88;14010.75;;;;
497.00;yes;2.96;9.23;6.27;198.21;345.09;;;;
498.00;yes;6.58;11.09;4.51;484.19;606.90;;;;
499.00;yes;2.61;9.09;6.48;330.19;594.39;;;;
500.00;yes;1.09;11.42;10.33;350.09;1004.41;;;;
501.00;yes;2.48;10.21;7.74;230.38;495.04;;;;
502.00;yes;3.58;11.54;7.96;526.66;1165.06;;;;
503.00;yes;3.45;10.86;7.41;255.83;526.56;;;;
504.00;house;2.38;10.97;8.59;434.00;1035.13;;;;
505.00;yes;4.12;14.88;10.76;196.09;586.19;;;;
506.00;yes;2.53;9.91;7.39;271.30;556.69;;;;
507.00;yes;2.32;11.02;8.70;290.57;701.82;;;;
508.00;yes;2.51;10.59;8.08;451.66;1013.21;;;;
509.00;yes;2.10;8.50;6.40;310.24;551.47;;;;
510.00;yes;2.65;9.67;7.02;228.75;446.27;;;;
511.00;yes;1.63;9.40;7.77;669.91;1445.67;;;;
512.00;yes;2.83;10.64;7.82;216.68;470.38;;;;
513.00;yes;2.67;9.83;7.16;173.65;345.28;;;;
514.00;yes;4.21;13.04;8.83;319.84;784.24;;;;
515.00;yes;2.24;12.41;10.18;384.81;1087.80;;;;
516.00;yes;2.28;8.06;5.77;228.31;366.21;;;;
517.00;yes;2.54;11.00;8.46;4736.73;11130.26;;;;
518.00;yes;0.10;7.20;7.10;49.22;97.11;;;;
519.00;yes;3.63;9.27;5.64;265.05;414.88;;;;
520.00;yes;3.99;8.37;4.38;355.73;432.76;;;;
521.00;yes;2.72;12.72;10.01;316.94;880.99;;;;
522.00;yes;6.23;10.03;3.80;279.11;294.60;;;;
523.00;yes;2.23;5.29;3.06;409.90;348.57;;;;
524.00;yes;4.16;12.00;7.84;118.36;257.80;;;;
525.00;yes;2.23;11.81;9.58;313.77;835.00;;;;
526.00;yes;4.10;13.81;9.71;406.02;1095.27;;;;
527.00;yes;2.63;9.55;6.92;206.85;397.80;;;;
528.00;yes;2.60;10.41;7.81;273.01;591.99;;;;
529.00;yes;1.83;11.10;9.27;589.27;1516.82;;;;
530.00;yes;4.27;12.00;7.72;321.92;690.77;;;;
531.00;yes;4.19;12.69;8.49;3212.83;7579.71;;;;
532.00;yes;2.79;12.46;9.66;170.74;458.30;;;;
533.00;yes;0.71;10.05;9.34;247.10;641.28;;;;
534.00;yes;2.53;10.52;7.99;1981.25;4398.28;;;;
535.00;house;2.02;11.92;9.90;308.19;847.84;;;;
536.00;yes;2.75;8.75;6.00;309.55;516.04;;;;
537.00;yes;3.62;11.89;8.28;521.18;1198.20;;;;
538.00;yes;3.22;10.37;7.16;532.93;1059.85;;;;
539.00;yes;1.61;10.20;8.59;344.15;821.47;;;;
540.00;yes;4.04;15.00;10.96;1096.37;3336.46;;;;
541.00;yes;1.45;7.92;6.47;377.36;678.19;;;;
542.00;yes;3.27;13.31;10.04;381.12;1063.29;;;;
543.00;yes;3.18;10.68;7.50;137.57;286.70;;;;
544.00;yes;5.32;10.27;4.95;264.87;363.87;;;;
545.00;yes;1.82;10.81;8.98;205.58;512.91;;;;
546.00;yes;2.04;10.00;7.96;128.52;284.09;;;;
547.00;yes;2.53;10.53;8.00;418.42;930.36;;;;
548.00;yes;2.50;11.12;8.62;332.68;796.65;;;;
549.00;yes;4.03;14.60;10.58;188.87;555.00;;;;
550.00;yes;2.53;9.70;7.17;170.11;338.89;;;;
551.00;yes;3.86;11.37;7.51;196.74;410.46;;;;
552.00;yes;1.39;6.91;5.52;267.34;410.06;;;;
553.00;yes;4.13;10.65;6.52;110.84;200.71;;;;
554.00;yes;3.99;10.83;6.84;201.17;382.27;;;;
555.00;yes;2.32;10.66;8.33;868.48;2009.93;;;;
556.00;house;2.54;12.22;9.68;226.90;610.25;;;;
557.00;yes;2.70;7.45;4.74;70.91;93.38;;;;
558.00;yes;1.40;7.74;6.34;317.87;559.91;;;;
559.00;yes;1.26;8.44;7.18;58.42;116.51;;;;
560.00;yes;1.91;11.19;9.28;396.04;1021.14;;;;
561.00;yes;4.16;13.00;8.84;211.57;519.51;;;;
562.00;yes;2.59;10.80;8.21;534.81;1219.93;;;;
563.00;yes;2.40;9.61;7.21;447.11;895.30;;;;
564.00;yes;2.10;23.42;21.31;1750.23;10362.56;;;;
565.00;yes;1.82;8.43;6.61;860.35;1580.03;;;;
566.00;yes;2.53;8.24;5.71;484.60;768.44;;;;
567.00;yes;3.14;11.05;7.91;121.91;267.77;;;;
568.00;yes;2.53;8.50;5.97;47.37;78.61;;;;
569.00;yes;3.75;12.00;8.25;871.65;1996.56;;;;
570.00;yes;2.17;11.50;9.34;433.05;1122.96;;;;
571.00;yes;1.95;9.00;7.05;282.30;552.56;;;;
572.00;yes;3.24;10.73;7.49;287.42;597.60;;;;
573.00;yes;2.97;8.59;5.62;278.70;435.41;;;;
574.00;yes;2.37;7.35;4.98;98.78;136.64;;;;
575.00;house;2.53;10.37;7.85;160.27;349.29;;;;
576.00;yes;2.55;9.63;7.08;259.81;510.97;;;;
577.00;retail;2.56;11.00;8.44;392.90;921.10;;;;
578.00;yes;2.61;10.26;7.65;313.22;665.43;;;;
579.00;yes;3.26;8.64;5.39;158.71;237.41;;;;
580.00;yes;2.53;11.00;8.47;235.44;554.00;;;;
581.00;yes;4.88;9.61;4.73;767.49;1009.02;;;;
582.00;yes;5.22;10.26;5.03;288.79;403.75;;;;
583.00;yes;1.03;8.54;7.51;102.77;214.36;;;;
584.00;yes;1.46;10.48;9.02;238.94;598.85;;;;
585.00;yes;3.60;10.34;6.74;405.31;759.00;;;;
586.00;yes;1.03;9.66;8.63;328.48;787.33;;;;
587.00;yes;2.53;14.00;11.47;367.53;1171.32;;;;
588.00;yes;3.24;11.08;7.84;200.64;436.93;;;;
589.00;yes;2.73;12.05;9.32;299.31;775.27;;;;
590.00;yes;2.52;10.00;7.48;194.30;403.47;;;;
591.00;yes;1.44;10.80;9.36;308.98;803.57;;;;
592.00;yes;4.05;10.55;6.51;255.75;462.17;;;;
593.00;yes;4.11;10.76;6.65;213.55;394.51;;;;
594.00;yes;2.53;10.15;7.62;353.34;747.62;;;;
595.00;yes;1.83;7.86;6.03;395.47;661.98;;;;
596.00;yes;3.22;10.47;7.24;139.75;281.13;;;;
597.00;yes;2.53;10.52;7.99;258.67;574.15;;;;
598.00;yes;2.53;9.30;6.77;382.75;719.41;;;;
599.00;yes;1.23;9.12;7.89;181.48;397.85;;;;
600.00;yes;8.12;11.84;3.72;312.38;322.69;;;;
601.00;yes;2.42;8.98;6.56;3630.43;6614.08;;;;
602.00;yes;2.52;10.07;7.55;185.64;389.12;;;;
603.00;yes;1.73;11.18;9.45;475.14;1247.17;;;;
604.00;yes;2.52;10.85;8.33;283.73;656.74;;;;
605.00;yes;2.96;10.94;7.98;175.73;389.75;;;;
606.00;yes;2.55;10.43;7.88;232.37;508.47;;;;
607.00;yes;2.55;10.00;7.45;191.98;397.05;;;;
608.00;yes;2.27;7.63;5.36;511.51;761.56;;;;
609.00;yes;1.88;9.10;7.22;339.92;681.45;;;;
610.00;yes;1.02;7.32;6.30;228.07;399.06;;;;
611.00;yes;2.63;9.96;7.33;301.24;613.62;;;;
612.00;yes;2.52;11.03;8.51;387.26;915.17;;;;
613.00;yes;2.86;11.00;8.14;424.02;958.80;;;;
614.00;yes;4.13;13.43;9.30;270.38;698.67;;;;
615.00;yes;1.83;10.47;8.64;272.48;653.88;;;;
616.00;yes;1.63;12.95;11.32;236.42;743.51;;;;
617.00;yes;2.53;9.25;6.72;481.22;898.79;;;;
618.00;yes;1.38;8.96;7.58;2428.51;5112.81;;;;
619.00;yes;2.53;11.62;9.09;256.67;648.24;;;;
620.00;yes;2.63;9.52;6.90;189.53;363.03;;;;
621.00;yes;2.53;9.70;7.17;196.98;392.54;;;;
622.00;yes;2.60;12.00;9.40;216.12;564.56;;;;
623.00;yes;2.73;9.19;6.46;828.30;1485.43;;;;
624.00;yes;2.53;9.93;7.40;296.88;610.43;;;;
625.00;yes;4.16;14.40;10.24;4496.36;12790.65;;;;
626.00;yes;2.66;8.16;5.50;170.20;260.22;;;;
627.00;yes;2.51;9.74;7.23;308.67;619.88;;;;
628.00;yes;2.68;8.08;5.40;353.77;530.72;;;;
629.00;yes;2.52;13.65;11.13;337.67;1044.05;;;;
630.00;yes;3.37;8.03;4.66;223.77;289.61;;;;
631.00;yes;3.61;12.56;8.95;372.95;927.09;;;;
632.00;yes;2.22;7.92;5.71;336.05;532.63;;;;
633.00;yes;1.72;12.75;11.03;285.51;874.40;;;;
634.00;yes;2.52;9.96;7.44;3608.14;7453.56;;;;
635.00;yes;2.69;8.80;6.11;307.18;521.59;;;;
636.00;yes;2.53;10.40;7.87;3970.15;8678.06;;;;
637.00;yes;3.85;12.15;8.31;413.19;953.43;;;;
638.00;yes;3.81;10.92;7.11;365.36;721.21;;;;
639.00;yes;4.42;13.03;8.61;209.61;501.21;;;;
640.00;yes;2.44;10.33;7.89;394.36;864.82;;;;
641.00;yes;0.55;10.26;9.71;100.88;272.08;;;;
642.00;yes;4.14;16.40;12.26;183.62;625.56;;;;
643.00;yes;3.01;11.20;8.19;840.31;1911.37;;;;
644.00;yes;2.96;11.02;8.05;433.49;969.72;;;;
645.00;yes;1.03;6.71;5.68;294.71;465.29;;;;
646.00;yes;2.30;8.87;6.57;199.63;364.23;;;;
647.00;yes;4.16;12.61;8.45;288.10;676.42;;;;
648.00;yes;1.57;9.85;8.28;1250.22;2874.89;;;;
649.00;yes;1.89;9.92;8.03;343.34;766.08;;;;
650.00;yes;2.83;9.21;6.39;211.59;375.34;;;;
651.00;yes;1.03;8.39;7.36;1403.49;2868.77;;;;
652.00;yes;1.20;8.15;6.96;90.83;175.49;;;;
653.00;yes;3.34;10.07;6.73;193.01;361.02;;;;
654.00;yes;2.74;10.83;8.09;107.26;241.08;;;;
655.00;yes;2.20;7.13;4.93;69.81;95.66;;;;
656.00;yes;2.65;11.97;9.32;237.74;615.24;;;;
657.00;yes;2.88;14.34;11.46;153.79;489.63;;;;
658.00;yes;3.95;11.93;7.98;216.63;480.23;;;;
659.00;yes;3.37;11.12;7.75;440.50;948.54;;;;
660.00;yes;2.59;11.22;8.63;381.53;914.27;;;;
661.00;yes;3.05;11.70;8.65;188.25;452.51;;;;
662.00;yes;3.33;11.00;7.67;322.19;686.25;;;;
663.00;yes;4.13;19.01;14.88;290.34;1200.47;;;;
664.00;yes;3.59;11.00;7.41;229.12;471.68;;;;
665.00;yes;2.92;12.41;9.49;275.25;725.63;;;;
666.00;yes;4.13;11.67;7.54;93.31;195.50;;;;
667.00;yes;3.77;13.62;9.85;221.63;606.55;;;;
668.00;yes;3.02;11.46;8.44;299.84;702.99;;;;
669.00;yes;2.30;11.47;9.17;374.96;955.17;;;;
670.00;yes;2.79;12.12;9.32;120.10;311.05;;;;
671.00;yes;2.02;10.45;8.43;102.85;240.98;;;;
672.00;yes;3.73;12.40;8.67;387.61;933.29;;;;
673.00;yes;1.63;10.42;8.79;265.62;648.57;;;;
674.00;yes;2.52;12.37;9.85;221.70;606.66;;;;
675.00;yes;2.77;8.79;6.01;190.78;318.57;;;;
676.00;yes;2.27;11.84;9.57;406.28;1079.50;;;;
677.00;yes;1.81;8.00;6.19;326.54;561.52;;;;
678.00;yes;1.63;10.00;8.37;264.52;615.08;;;;
679.00;yes;3.60;12.01;8.41;251.90;588.35;;;;
680.00;yes;2.70;11.35;8.65;264.54;635.81;;;;
681.00;yes;1.04;8.34;7.30;236.24;478.98;;;;
682.00;yes;4.11;14.87;10.76;209.21;625.31;;;;
683.00;yes;3.01;8.36;5.34;269.14;399.45;;;;
684.00;yes;0.64;5.97;5.33;638.46;944.55;;;;
685.00;yes;4.81;12.00;7.19;205.73;410.73;;;;
686.00;yes;0.93;9.40;8.48;98.15;231.07;;;;
687.00;yes;4.02;11.00;6.98;101.33;196.45;;;;
688.00;yes;3.92;12.00;8.08;1347.48;3023.04;;;;
689.00;yes;5.19;10.92;5.73;650.46;1034.75;;;;
690.00;yes;2.39;9.14;6.75;297.92;558.38;;;;
691.00;yes;3.57;10.96;7.39;203.22;417.17;;;;
692.00;yes;2.42;10.76;8.33;328.59;760.69;;;;
693.00;yes;1.83;10.45;8.62;362.52;868.30;;;;
694.00;yes;2.90;12.00;9.10;82.06;207.47;;;;
695.00;yes;4.10;10.40;6.30;150.67;263.56;;;;
696.00;yes;1.80;8.77;6.97;249.84;483.76;;;;
697.00;yes;1.62;8.95;7.33;166.67;339.41;;;;
698.00;yes;1.03;10.00;8.97;199.67;497.54;;;;
699.00;yes;1.62;10.75;9.12;268.75;680.96;;;;
700.00;yes;4.13;9.87;5.74;362.09;577.37;;;;
701.00;yes;3.68;12.00;8.32;281.11;649.65;;;;
702.00;yes;2.37;10.47;8.10;339.60;764.42;;;;
703.00;yes;2.81;11.32;8.51;357.32;844.80;;;;
704.00;yes;2.50;9.83;7.34;752.32;1533.48;;;;
705.00;yes;2.36;8.69;6.33;175.31;308.22;;;;
706.00;yes;4.83;10.83;6.00;286.80;478.05;;;;
707.00;yes;3.05;11.49;8.44;1002.17;2349.81;;;;
708.00;yes;1.19;6.14;4.95;221.12;304.34;;;;
709.00;yes;2.69;10.00;7.31;201.17;408.76;;;;
710.00;yes;2.51;9.56;7.05;323.01;632.67;;;;
711.00;yes;4.63;12.31;7.68;628.39;1340.99;;;;
712.00;yes;2.52;8.07;5.55;416.21;641.28;;;;
713.00;yes;2.96;11.65;8.69;155.11;374.26;;;;
714.00;yes;2.48;10.52;8.04;151.97;339.44;;;;
715.00;yes;3.93;9.93;5.99;373.33;621.44;;;;
716.00;yes;2.61;11.27;8.66;176.92;425.65;;;;
717.00;yes;3.63;9.98;6.36;330.24;583.20;;;;
718.00;yes;1.92;10.79;8.87;266.61;657.09;;;;
719.00;yes;4.43;12.78;8.35;223.76;519.02;;;;
720.00;house;2.57;11.92;9.35;109.22;283.64;;;;
721.00;yes;2.45;12.57;10.12;361.27;1015.54;;;;
722.00;yes;1.97;7.59;5.62;396.13;618.25;;;;
723.00;yes;4.13;9.43;5.30;352.06;518.36;;;;
724.00;yes;6.98;10.44;3.46;168.67;162.03;;;;
725.00;yes;3.73;12.00;8.27;172.39;396.07;;;;
726.00;yes;2.85;11.41;8.57;306.27;728.98;;;;
727.00;yes;3.42;9.34;5.92;222.98;366.82;;;;
728.00;yes;2.69;10.98;8.30;358.23;825.54;;;;
729.00;yes;1.67;11.81;10.14;262.86;740.53;;;;
730.00;yes;2.29;10.06;7.78;150.68;325.47;;;;
731.00;yes;1.65;8.72;7.07;752.94;1477.97;;;;
732.00;yes;1.56;11.62;10.06;407.89;1139.72;;;;
733.00;yes;1.74;13.13;11.38;678.73;2146.20;;;;
734.00;yes;2.68;10.40;7.72;757.97;1625.10;;;;
735.00;yes;1.76;9.00;7.24;202.79;407.98;;;;
736.00;yes;3.73;12.07;8.34;383.79;888.92;;;;
737.00;yes;2.47;10.15;7.68;238.39;508.38;;;;
738.00;yes;0.29;10.98;10.69;110.43;327.97;;;;
739.00;yes;2.53;9.58;7.06;239.46;469.31;;;;
740.00;yes;2.40;10.02;7.62;321.95;681.15;;;;
741.00;yes;1.51;10.97;9.46;179.40;471.37;;;;
742.00;yes;2.69;9.83;7.14;175.37;347.79;;;;
743.00;yes;2.66;14.07;11.41;407.89;1292.84;;;;
744.00;yes;1.13;9.22;8.10;638.65;1436.54;;;;
745.00;yes;2.98;11.00;8.02;303.20;675.13;;;;
746.00;yes;5.27;16.12;10.85;1299.56;3917.36;;;;
747.00;yes;3.93;12.03;8.11;711.49;1601.93;;;;
748.00;yes;3.33;9.00;5.67;301.52;474.83;;;;
749.00;yes;3.12;10.12;7.00;277.83;540.59;;;;
750.00;yes;1.85;10.27;8.42;205.76;481.19;;;;
751.00;yes;1.43;10.20;8.76;285.45;694.90;;;;
752.00;yes;3.17;11.26;8.09;307.09;690.19;;;;
753.00;house;2.24;11.00;8.75;304.45;740.27;;;;
754.00;yes;2.68;8.79;6.10;340.60;577.50;;;;
755.00;yes;5.13;10.82;5.69;144.21;228.09;;;;
756.00;yes;2.76;9.04;6.28;213.18;372.04;;;;
757.00;yes;2.51;10.46;7.95;179.03;395.52;;;;
758.00;yes;3.18;10.81;7.63;126.54;268.17;;;;
759.00;yes;4.11;12.19;8.08;259.67;583.01;;;;
760.00;yes;2.48;10.00;7.52;648.56;1354.10;;;;
761.00;yes;3.77;11.18;7.41;159.38;328.06;;;;
762.00;yes;3.24;12.00;8.76;274.95;669.08;;;;
763.00;yes;2.87;12.16;9.29;243.52;628.27;;;;
764.00;yes;3.43;11.92;8.49;290.29;684.32;;;;
765.00;yes;5.81;10.00;4.19;649.64;756.16;;;;
766.00;yes;4.02;11.24;7.21;280.12;561.21;;;;
767.00;yes;3.08;11.30;8.21;321.74;733.90;;;;
768.00;yes;1.02;11.37;10.34;1067.90;3068.72;;;;
769.00;yes;4.48;10.79;6.31;946.59;1660.40;;;;
770.00;yes;3.50;11.52;8.02;402.89;897.24;;;;
771.00;yes;3.58;10.16;6.58;235.42;430.34;;;;
772.00;yes;2.53;7.80;5.27;403.48;591.09;;;;
773.00;yes;2.39;10.04;7.64;349.53;742.01;;;;
774.00;yes;3.09;9.00;5.91;427.72;702.27;;;;
775.00;yes;3.65;15.74;12.08;252.68;848.25;;;;
776.00;yes;2.74;9.97;7.23;345.62;694.07;;;;
777.00;yes;2.43;9.09;6.66;355.46;657.88;;;;
778.00;yes;2.63;10.00;7.37;501.57;1026.96;;;;
779.00;yes;3.01;13.32;10.31;584.94;1675.67;;;;
780.00;yes;3.53;15.00;11.47;183.65;585.25;;;;
781.00;yes;3.52;11.42;7.90;282.22;619.53;;;;
782.00;yes;3.83;11.22;7.40;408.28;838.86;;;;
783.00;yes;2.53;17.38;14.85;217.59;897.77;;;;
784.00;yes;2.52;10.30;7.78;338.61;732.24;;;;
785.00;yes;1.73;10.80;9.07;90.03;226.92;;;;
786.00;yes;2.10;10.53;8.43;770.64;1804.81;;;;
787.00;yes;2.53;10.99;8.46;5823.76;13684.70;;;;
788.00;yes;3.07;9.00;5.93;532.72;877.91;;;;
789.00;yes;3.02;10.55;7.54;193.31;404.71;;;;
790.00;yes;2.52;9.37;6.85;127.33;242.36;;;;
791.00;yes;1.93;9.58;7.65;318.81;677.29;;;;
792.00;yes;1.58;10.00;8.42;226.86;530.35;;;;
793.00;yes;2.60;10.37;7.78;471.49;1018.67;;;;
794.00;yes;6.59;9.59;3.00;280.40;233.95;;;;
795.00;yes;2.68;11.80;9.12;168.90;427.81;;;;
796.00;yes;3.60;10.02;6.42;193.17;344.43;;;;
797.00;yes;2.50;9.38;6.88;362.60;693.34;;;;
798.00;yes;1.03;8.95;7.92;670.45;1474.53;;;;
799.00;yes;2.47;12.17;9.70;137.50;370.45;;;;
800.00;yes;2.77;10.63;7.85;280.50;612.03;;;;
801.00;yes;4.17;18.65;14.48;525.14;2112.29;;;;
802.00;yes;3.68;11.78;8.10;65.67;147.69;;;;
803.00;yes;2.57;14.00;11.43;241.91;768.22;;;;
804.00;yes;2.53;11.00;8.47;144.78;340.45;;;;
805.00;yes;2.54;13.84;11.30;154.86;485.87;;;;
806.00;yes;2.52;9.61;7.09;277.15;545.93;;;;
807.00;house;2.51;10.08;7.57;263.69;554.42;;;;
808.00;yes;5.21;12.00;6.79;180.62;340.80;;;;
809.00;yes;2.52;11.00;8.48;345.72;813.92;;;;
810.00;yes;1.38;9.15;7.77;276.60;596.72;;;;
811.00;yes;1.43;8.47;7.04;117.29;229.35;;;;
812.00;yes;4.15;12.76;8.61;126.98;303.63;;;;
813.00;yes;1.59;10.09;8.50;290.06;684.75;;;;
814.00;yes;1.03;7.55;6.52;185.35;335.84;;;;
815.00;yes;5.02;11.44;6.42;561.74;1001.65;;;;
816.00;yes;2.50;9.65;7.15;311.72;618.89;;;;
817.00;yes;1.63;15.11;13.48;286.93;1074.10;;;;
818.00;yes;2.37;8.10;5.73;283.66;451.29;;;;
819.00;yes;2.23;9.08;6.85;190.61;362.75;;;;
820.00;yes;2.71;12.00;9.29;205.26;529.49;;;;
821.00;house;3.06;12.09;9.02;185.65;465.35;;;;
822.00;yes;4.73;12.92;8.19;413.55;940.90;;;;
823.00;yes;2.53;9.95;7.42;369.11;760.85;;;;
824.00;yes;1.95;8.41;6.47;335.60;602.77;;;;
825.00;yes;0.14;9.69;9.55;180.08;477.63;;;;
826.00;yes;2.94;9.34;6.39;216.49;384.55;;;;
827.00;yes;1.81;12.31;10.49;388.14;1131.49;;;;
828.00;yes;2.50;10.28;7.78;350.87;758.44;;;;
829.00;yes;2.65;13.35;10.69;642.98;1910.00;;;;
830.00;yes;2.55;11.13;8.58;331.41;789.62;;;;
831.00;yes;3.55;10.71;7.16;125.30;249.20;;;;
832.00;yes;1.44;11.16;9.72;336.62;909.31;;;;
833.00;yes;2.65;11.68;9.03;238.83;598.93;;;;
834.00;yes;2.70;11.03;8.34;322.28;746.47;;;;
835.00;yes;2.48;8.75;6.28;328.65;573.06;;;;
836.00;yes;2.53;11.42;8.90;423.77;1047.36;;;;
837.00;yes;2.53;9.41;6.88;349.52;668.24;;;;
838.00;yes;2.52;10.71;8.19;215.02;489.03;;;;
839.00;house;3.69;10.19;6.50;344.01;621.13;;;;
840.00;yes;4.65;11.79;7.14;228.46;453.42;;;;
841.00;yes;2.72;9.61;6.90;449.49;861.43;;;;
842.00;yes;1.78;11.70;9.92;216.39;596.50;;;;
843.00;yes;5.85;10.00;4.15;250.08;288.05;;;;
844.00;yes;4.13;10.00;5.87;604.64;986.07;;;;
845.00;yes;3.51;11.34;7.83;341.33;742.09;;;;
846.00;yes;2.53;10.00;7.47;188.56;391.31;;;;
847.00;yes;2.82;11.12;8.30;234.01;539.30;;;;
848.00;yes;3.00;11.88;8.88;213.89;527.59;;;;
849.00;yes;1.66;9.57;7.91;294.81;647.96;;;;
850.00;yes;3.67;9.50;5.83;195.06;316.02;;;;
851.00;yes;2.84;11.11;8.27;5295.29;12164.92;;;;
852.00;yes;3.01;11.47;8.46;805.85;1893.11;;;;
853.00;yes;3.39;9.63;6.24;272.48;472.11;;;;
854.00;yes;3.36;19.00;15.64;791.83;3439.51;;;;
855.00;yes;0.33;35.63;35.30;4253.73;41714.39;;;;
856.00;yes;2.47;9.03;6.56;280.16;510.67;;;;
857.00;yes;2.48;9.12;6.64;221.93;409.39;;;;
858.00;yes;3.03;10.59;7.56;411.14;863.32;;;;
859.00;yes;2.78;9.32;6.54;261.88;475.71;;;;
860.00;yes;1.33;10.40;9.07;349.17;879.57;;;;
861.00;yes;2.55;10.55;8.00;411.52;914.95;;;;
862.00;yes;2.56;9.39;6.83;185.55;351.77;;;;
863.00;yes;2.79;10.94;8.14;251.04;567.90;;;;
864.00;yes;2.79;10.49;7.70;162.52;347.65;;;;
865.00;yes;1.24;9.71;8.47;179.81;422.98;;;;
866.00;yes;1.99;10.00;8.01;270.30;601.52;;;;
867.00;yes;2.52;9.77;7.24;158.87;319.62;;;;
868.00;yes;1.02;6.78;5.76;308.70;493.51;;;;
869.00;yes;3.24;10.00;6.76;273.37;513.29;;;;
870.00;yes;2.13;5.75;3.63;279.05;281.21;;;;
871.00;yes;2.95;11.64;8.70;379.05;915.80;;;;
872.00;yes;1.50;9.00;7.50;132.16;275.50;;;;
873.00;yes;1.03;12.60;11.57;227.94;732.77;;;;
874.00;yes;2.54;9.00;6.46;137.53;246.75;;;;
875.00;yes;2.42;10.31;7.88;226.27;495.45;;;;
876.00;yes;3.01;8.16;5.15;937.36;1341.27;;;;
877.00;yes;1.27;8.09;6.82;269.08;509.88;;;;
878.00;yes;1.44;10.89;9.44;847.24;2222.34;;;;
879.00;yes;2.13;9.79;7.66;151.21;321.84;;;;
880.00;yes;2.01;10.91;8.89;298.50;737.42;;;;
881.00;yes;4.13;11.09;6.96;289.48;559.60;;;;
882.00;yes;2.17;8.85;6.68;234.86;435.66;;;;
883.00;yes;3.90;12.74;8.84;432.94;1062.79;;;;
884.00;yes;2.63;9.38;6.75;317.95;596.03;;;;
