ID;BUILDING TYPE;DEM (m);DSM (s);BUILDING HEIGHT (m);FOOTPRINT AREA (m2);FLOOR AREA (m2);;Floor height (m);3.6;m
6395.00;yes;7.72;11.00;3.28;184.52;167.98;;;;
6396.00;yes;1.91;10.04;8.13;115.67;261.31;;;;
6397.00;yes;7.34;8.64;1.30;213.27;77.07;;;;
6398.00;yes;2.84;10.88;8.04;186.14;415.81;;;;
6399.00;yes;2.63;8.35;5.72;115.47;183.62;;;;
6400.00;yes;5.36;11.67;6.30;162.98;285.34;;;;
6401.00;yes;1.89;11.00;9.11;191.24;484.11;;;;
6402.00;yes;1.97;11.05;9.08;115.39;290.97;;;;
6403.00;yes;3.02;9.89;6.86;219.37;418.29;;;;
6404.00;yes;6.29;11.26;4.97;153.65;212.33;;;;
6405.00;yes;5.86;10.56;4.69;137.69;179.53;;;;
6406.00;yes;4.73;10.18;5.45;160.47;243.06;;;;
6407.00;yes;5.90;10.07;4.16;132.54;153.24;;;;
6408.00;yes;4.28;10.29;6.00;156.17;260.46;;;;
6409.00;yes;1.83;10.31;8.48;97.31;229.19;;;;
6410.00;yes;5.48;10.68;5.20;132.25;191.16;;;;
6411.00;yes;4.51;9.79;5.27;139.35;204.16;;;;
6412.00;yes;4.53;10.36;5.83;93.22;150.98;;;;
6413.00;yes;5.79;9.57;3.78;191.46;201.24;;;;
6414.00;yes;3.22;10.55;7.33;245.75;500.51;;;;
6415.00;yes;5.57;10.00;4.43;125.24;154.12;;;;
6416.00;yes;5.13;11.23;6.09;178.72;302.44;;;;
6417.00;yes;4.73;10.29;5.56;181.57;280.39;;;;
6418.00;yes;5.04;9.38;4.34;36.88;44.44;;;;
6419.00;yes;4.89;10.02;5.12;115.66;164.62;;;;
6420.00;yes;5.96;9.62;3.66;283.50;288.12;;;;
6421.00;yes;2.03;9.61;7.58;286.21;602.50;;;;
6422.00;yes;6.90;10.09;3.18;166.18;146.97;;;;
6423.00;yes;7.34;11.00;3.66;119.57;121.49;;;;
6424.00;yes;2.68;8.92;6.24;178.15;308.72;;;;
6425.00;yes;5.28;10.24;4.96;140.88;194.17;;;;
6426.00;yes;2.86;10.21;7.35;222.01;453.54;;;;
6427.00;yes;5.69;12.66;6.97;234.55;453.87;;;;
6428.00;yes;5.25;10.82;5.56;50.78;78.47;;;;
6429.00;yes;4.37;11.92;7.55;252.07;528.93;;;;
6430.00;yes;5.14;10.53;5.39;240.54;360.19;;;;
6431.00;yes;5.96;8.34;2.38;171.32;113.20;;;;
6432.00;yes;4.75;8.65;3.89;153.96;166.54;;;;
6433.00;yes;5.01;11.45;6.44;151.06;270.33;;;;
6434.00;yes;4.03;11.18;7.16;255.31;507.72;;;;
6435.00;yes;2.06;11.00;8.94;104.08;258.53;;;;
6436.00;yes;3.22;10.96;7.74;149.66;321.92;;;;
6437.00;yes;7.26;9.34;2.08;57.38;33.21;;;;
6438.00;yes;6.79;10.74;3.95;90.67;99.49;;;;
6439.00;yes;3.36;11.33;7.97;209.65;464.03;;;;
6440.00;yes;5.02;10.83;5.81;42.08;67.90;;;;
6441.00;yes;2.63;12.42;9.79;160.10;435.50;;;;
6442.00;yes;6.60;10.20;3.61;193.53;193.90;;;;
6443.00;yes;5.32;10.46;5.14;207.15;295.79;;;;
6444.00;yes;4.05;10.71;6.67;181.15;335.50;;;;
6445.00;yes;2.19;8.11;5.92;148.61;244.46;;;;
6446.00;yes;4.85;10.59;5.74;194.27;309.82;;;;
6447.00;yes;7.15;11.89;4.74;134.77;177.63;;;;
6448.00;yes;5.26;11.85;6.60;188.54;345.46;;;;
6449.00;yes;3.64;10.48;6.84;183.62;348.65;;;;
6450.00;yes;2.64;12.31;9.67;144.17;387.21;;;;
6451.00;yes;5.58;12.55;6.97;145.69;282.26;;;;
6452.00;yes;5.46;10.32;4.86;146.30;197.59;;;;
6453.00;yes;5.66;9.70;4.04;138.13;155.04;;;;
6454.00;yes;5.66;12.00;6.34;165.31;291.12;;;;
6455.00;yes;6.26;10.63;4.37;186.96;226.73;;;;
6456.00;yes;2.90;8.84;5.94;202.18;333.51;;;;
6457.00;yes;5.14;11.00;5.85;215.50;350.34;;;;
6458.00;yes;3.10;13.00;9.90;182.19;501.26;;;;
6459.00;yes;5.96;13.10;7.14;168.47;334.09;;;;
6460.00;yes;5.71;8.82;3.10;145.04;125.06;;;;
6461.00;yes;5.93;9.68;3.74;161.12;167.55;;;;
6462.00;yes;5.19;10.49;5.30;210.22;309.64;;;;
6463.00;yes;5.88;10.03;4.15;142.02;163.74;;;;
6464.00;yes;4.74;12.00;7.26;59.18;119.39;;;;
6465.00;yes;3.23;10.47;7.24;171.97;345.89;;;;
6466.00;yes;2.92;11.00;8.08;125.10;280.86;;;;
6467.00;yes;4.02;11.50;7.48;136.78;284.33;;;;
6468.00;yes;5.14;11.33;6.20;163.06;280.64;;;;
6469.00;yes;7.54;11.00;3.46;181.56;174.45;;;;
6470.00;yes;5.53;9.85;4.32;181.33;217.60;;;;
6471.00;yes;4.89;11.76;6.88;253.41;484.16;;;;
6472.00;yes;5.93;10.58;4.65;227.98;294.62;;;;
6473.00;yes;6.82;8.94;2.12;165.64;97.50;;;;
6474.00;yes;2.64;12.55;9.91;102.33;281.71;;;;
6475.00;yes;4.86;9.54;4.67;147.74;191.81;;;;
6476.00;yes;5.61;10.68;5.08;137.61;194.08;;;;
6477.00;yes;3.02;13.51;10.49;26.18;76.26;;;;
6478.00;yes;3.33;11.71;8.38;147.44;343.11;;;;
6479.00;yes;7.51;9.09;1.58;202.49;88.98;;;;
6480.00;yes;4.82;10.09;5.26;189.25;276.73;;;;
6481.00;yes;2.82;11.89;9.07;163.28;411.32;;;;
6482.00;yes;5.93;9.20;3.27;210.85;191.39;;;;
6483.00;yes;4.72;11.08;6.35;264.72;467.03;;;;
6484.00;yes;3.48;8.74;5.26;189.38;276.84;;;;
6485.00;yes;5.79;9.94;4.15;201.31;232.04;;;;
6486.00;yes;2.74;8.77;6.03;166.83;279.34;;;;
6487.00;yes;6.55;11.82;5.27;171.53;251.10;;;;
6488.00;yes;5.06;9.22;4.16;108.55;125.45;;;;
6489.00;yes;1.79;10.63;8.84;143.91;353.47;;;;
6490.00;yes;3.51;10.74;7.23;126.24;253.44;;;;
6491.00;yes;6.03;11.02;4.99;102.25;141.77;;;;
6492.00;yes;7.26;10.82;3.56;152.87;151.05;;;;
6493.00;yes;3.61;10.34;6.73;202.26;378.05;;;;
6494.00;yes;3.21;12.04;8.84;258.16;633.64;;;;
6495.00;yes;6.22;12.00;5.78;146.58;235.52;;;;
6496.00;yes;5.06;10.00;4.94;269.63;370.29;;;;
6497.00;yes;4.14;12.10;7.96;85.79;189.64;;;;
6498.00;yes;5.56;11.02;5.46;165.19;250.44;;;;
6499.00;yes;6.18;11.49;5.31;206.89;305.32;;;;
6500.00;yes;6.67;11.00;4.33;240.02;288.71;;;;
6501.00;yes;4.58;11.23;6.65;149.40;275.86;;;;
6502.00;yes;3.07;10.43;7.36;177.03;362.03;;;;
6503.00;yes;3.20;12.15;8.95;131.89;327.88;;;;
6504.00;yes;5.45;10.15;4.70;148.27;193.74;;;;
6505.00;yes;4.66;10.45;5.79;175.77;282.55;;;;
6506.00;yes;5.03;9.98;4.94;127.89;175.64;;;;
6507.00;yes;7.19;10.12;2.92;215.06;174.70;;;;
6508.00;yes;5.67;12.07;6.40;144.13;256.43;;;;
6509.00;yes;2.98;10.73;7.75;190.25;409.42;;;;
6510.00;yes;7.63;10.17;2.53;131.32;92.45;;;;
6511.00;yes;5.31;9.71;4.40;150.59;183.86;;;;
6512.00;yes;5.38;11.36;5.98;157.76;262.03;;;;
6513.00;yes;2.70;13.76;11.06;128.03;393.51;;;;
6514.00;yes;6.29;10.08;3.78;124.00;130.26;;;;
6515.00;yes;4.64;12.15;7.51;127.41;265.85;;;;
6516.00;yes;2.83;11.98;9.15;147.31;374.28;;;;
6517.00;yes;4.96;10.19;5.23;188.30;273.57;;;;
6518.00;yes;4.78;10.94;6.16;156.52;267.75;;;;
6519.00;yes;5.20;10.45;5.25;72.08;105.13;;;;
6520.00;yes;4.22;13.39;9.17;211.84;539.42;;;;
6521.00;yes;4.33;13.00;8.67;57.61;138.75;;;;
6522.00;yes;4.11;14.00;9.89;41.73;114.58;;;;
6523.00;yes;3.62;12.45;8.83;249.46;611.89;;;;
6524.00;yes;4.27;12.74;8.47;113.53;267.15;;;;
6525.00;yes;3.31;13.15;9.84;30.53;83.44;;;;
6526.00;yes;3.38;10.81;7.43;142.70;294.54;;;;
6527.00;yes;3.18;12.91;9.74;213.19;576.71;;;;
6528.00;yes;3.58;12.29;8.71;229.17;554.29;;;;
6529.00;yes;4.18;13.22;9.05;208.80;524.72;;;;
6530.00;yes;3.10;11.81;8.70;323.93;783.19;;;;
6531.00;yes;3.77;11.83;8.06;193.90;434.32;;;;
6532.00;yes;4.13;14.29;10.17;150.73;425.75;;;;
6533.00;yes;4.05;13.00;8.95;214.76;533.66;;;;
6534.00;yes;3.83;12.84;9.01;42.81;107.18;;;;
6535.00;yes;3.95;12.49;8.54;193.65;459.57;;;;
6536.00;yes;4.30;12.09;7.79;231.81;501.71;;;;
6537.00;yes;4.18;13.00;8.82;162.46;397.94;;;;
6538.00;yes;3.31;12.63;9.32;193.78;501.61;;;;
6539.00;yes;4.31;11.93;7.62;205.11;434.04;;;;
6540.00;yes;4.13;9.71;5.58;268.98;417.22;;;;
6541.00;yes;4.23;12.82;8.60;277.31;662.16;;;;
6542.00;yes;3.55;11.03;7.48;18.46;38.37;;;;
6543.00;yes;4.33;13.17;8.84;191.45;470.21;;;;
6544.00;yes;4.01;14.41;10.40;89.40;258.25;;;;
6545.00;yes;3.83;12.47;8.65;52.68;126.52;;;;
6546.00;yes;4.13;12.61;8.48;55.38;130.50;;;;
6547.00;yes;4.13;14.21;10.08;256.67;718.68;;;;
6548.00;yes;4.38;12.34;7.96;134.54;297.62;;;;
6549.00;yes;4.33;10.83;6.50;170.47;307.61;;;;
6550.00;yes;3.86;12.87;9.01;187.24;468.75;;;;
6551.00;yes;3.38;12.42;9.04;221.11;555.12;;;;
6552.00;yes;3.01;8.77;5.76;233.60;374.01;;;;
6553.00;yes;4.33;10.56;6.24;31.77;55.03;;;;
6554.00;yes;3.83;9.89;6.05;162.71;273.61;;;;
6555.00;yes;3.93;10.62;6.69;76.42;142.06;;;;
6556.00;yes;4.20;12.46;8.26;214.27;491.50;;;;
6557.00;yes;4.22;11.35;7.13;134.16;265.53;;;;
6558.00;yes;4.23;13.75;9.53;31.36;82.98;;;;
6559.00;yes;4.06;14.86;10.80;219.45;658.37;;;;
6560.00;yes;4.29;12.79;8.50;153.26;361.95;;;;
6561.00;yes;4.36;13.09;8.73;247.65;600.85;;;;
6562.00;yes;4.36;11.63;7.26;106.55;214.99;;;;
6563.00;yes;4.04;10.86;6.82;161.92;306.68;;;;
6564.00;yes;3.11;12.27;9.17;228.70;582.32;;;;
6565.00;yes;3.97;12.93;8.97;179.66;447.48;;;;
6566.00;yes;4.15;15.14;10.99;266.75;814.28;;;;
6567.00;yes;3.86;10.10;6.24;159.95;277.06;;;;
6568.00;yes;4.30;13.77;9.46;109.86;288.76;;;;
6569.00;yes;4.32;12.59;8.27;224.11;514.85;;;;
6570.00;yes;4.35;13.07;8.72;237.77;576.06;;;;
6571.00;yes;3.90;11.52;7.62;136.63;289.03;;;;
6572.00;yes;4.33;13.00;8.67;19.45;46.85;;;;
6573.00;yes;3.49;13.00;9.51;154.86;409.21;;;;
6574.00;yes;3.55;11.17;7.61;228.36;482.97;;;;
6575.00;yes;4.22;12.00;7.78;285.82;618.07;;;;
6576.00;yes;4.44;12.19;7.74;221.91;477.35;;;;
6577.00;yes;4.42;13.45;9.04;211.63;531.14;;;;
6578.00;yes;3.12;11.21;8.10;297.70;669.57;;;;
6579.00;yes;3.91;12.94;9.03;199.85;501.25;;;;
6580.00;yes;3.55;12.07;8.52;201.82;477.67;;;;
6581.00;yes;3.87;14.01;10.14;262.62;739.98;;;;
6582.00;yes;4.24;15.00;10.76;194.61;581.94;;;;
6583.00;yes;4.33;12.72;8.40;153.77;358.73;;;;
6584.00;yes;3.97;13.70;9.73;111.93;302.55;;;;
6585.00;yes;3.65;9.45;5.80;43.03;69.28;;;;
6586.00;yes;3.94;14.42;10.49;29.55;86.08;;;;
6587.00;yes;4.16;13.00;8.84;187.59;460.57;;;;
6588.00;yes;3.32;12.78;9.45;199.07;522.76;;;;
6589.00;yes;3.55;10.87;7.32;181.27;368.71;;;;
6590.00;yes;4.01;9.14;5.13;130.82;186.46;;;;
6591.00;yes;3.87;13.60;9.73;230.13;621.85;;;;
6592.00;yes;3.83;9.81;5.98;134.07;222.76;;;;
6593.00;yes;4.13;14.16;10.02;98.45;274.11;;;;
6594.00;yes;3.34;10.32;6.98;146.11;283.11;;;;
6595.00;yes;3.60;12.00;8.40;160.27;373.85;;;;
6596.00;yes;3.59;11.20;7.61;206.99;437.77;;;;
6597.00;yes;3.58;9.62;6.03;169.26;283.70;;;;
6598.00;yes;3.58;9.66;6.08;138.06;233.29;;;;
6599.00;yes;3.58;9.99;6.41;262.56;467.76;;;;
6600.00;yes;3.36;11.83;8.47;146.63;345.14;;;;
6601.00;yes;3.52;11.47;7.95;115.52;255.21;;;;
6602.00;yes;3.42;11.06;7.63;194.38;412.16;;;;
6603.00;yes;3.57;9.00;5.43;126.23;190.54;;;;
6604.00;yes;3.83;9.46;5.63;131.13;205.02;;;;
6605.00;yes;3.63;10.16;6.53;204.47;370.70;;;;
6606.00;yes;3.63;10.28;6.65;153.02;282.75;;;;
6607.00;yes;3.44;10.76;7.32;146.85;298.50;;;;
6608.00;yes;3.98;13.47;9.49;155.28;409.45;;;;
6609.00;yes;3.85;10.34;6.49;112.74;203.34;;;;
6610.00;yes;3.97;9.48;5.51;209.86;321.09;;;;
6611.00;yes;3.63;10.00;6.37;197.37;349.42;;;;
6612.00;yes;3.63;10.14;6.51;145.47;263.16;;;;
6613.00;yes;3.80;11.56;7.75;193.73;417.31;;;;
6614.00;yes;3.83;10.00;6.17;137.28;235.22;;;;
6615.00;yes;3.54;10.52;6.99;132.94;258.04;;;;
6616.00;yes;4.06;12.00;7.94;165.42;364.65;;;;
6617.00;yes;3.73;12.47;8.74;107.48;261.00;;;;
6618.00;yes;3.83;10.91;7.08;347.16;682.72;;;;
6619.00;yes;3.73;10.98;7.25;129.60;260.92;;;;
6620.00;yes;3.55;11.23;7.68;180.97;386.15;;;;
6621.00;yes;3.34;11.38;8.04;103.42;230.86;;;;
6622.00;yes;3.63;10.05;6.42;244.95;436.76;;;;
6623.00;yes;3.76;11.09;7.33;304.91;620.82;;;;
6624.00;yes;3.93;11.00;7.07;198.69;389.96;;;;
6625.00;yes;4.15;11.99;7.84;21.78;47.44;;;;
6626.00;yes;3.78;9.62;5.85;216.53;351.76;;;;
6627.00;yes;3.84;13.50;9.66;177.45;476.00;;;;
6628.00;yes;3.83;10.24;6.41;152.32;271.35;;;;
6629.00;yes;3.85;10.37;6.51;153.76;278.15;;;;
6630.00;yes;3.49;11.78;8.29;103.25;237.74;;;;
6631.00;yes;3.33;9.97;6.64;122.64;226.16;;;;
6632.00;yes;4.04;10.27;6.23;132.46;229.17;;;;
6633.00;yes;3.50;13.30;9.81;136.39;371.50;;;;
6634.00;yes;3.05;12.00;8.95;161.23;401.03;;;;
6635.00;yes;2.58;10.18;7.59;144.19;304.03;;;;
6636.00;yes;3.66;13.09;9.43;193.24;505.96;;;;
6637.00;yes;2.54;11.00;8.46;218.72;514.12;;;;
6638.00;yes;4.33;11.00;6.67;101.20;187.56;;;;
6639.00;yes;4.31;11.74;7.43;125.98;259.85;;;;
6640.00;yes;4.43;12.95;8.53;69.73;165.19;;;;
6641.00;yes;4.23;12.90;8.67;258.18;621.62;;;;
6642.00;yes;4.38;11.38;7.00;139.89;272.12;;;;
6643.00;yes;4.06;10.10;6.04;115.05;192.93;;;;
6644.00;yes;2.63;10.71;8.09;97.93;220.04;;;;
6645.00;yes;3.51;10.00;6.49;200.41;361.14;;;;
6646.00;yes;3.71;12.80;9.09;193.11;487.62;;;;
6647.00;yes;2.80;9.00;6.20;171.75;295.75;;;;
6648.00;yes;2.66;11.00;8.34;342.14;792.55;;;;
6649.00;yes;3.49;15.06;11.57;149.87;481.68;;;;
6650.00;yes;4.39;13.00;8.61;150.46;360.04;;;;
6651.00;yes;3.03;9.89;6.86;218.32;416.16;;;;
6652.00;yes;3.73;8.13;4.41;188.20;230.28;;;;
6653.00;yes;4.21;11.57;7.37;198.48;406.07;;;;
6654.00;yes;3.88;9.00;5.12;61.07;86.84;;;;
6655.00;yes;2.64;10.44;7.80;310.70;673.42;;;;
6656.00;yes;2.70;10.41;7.71;228.44;489.38;;;;
6657.00;yes;4.16;11.04;6.89;84.01;160.73;;;;
6658.00;yes;2.93;12.19;9.27;124.68;320.96;;;;
6659.00;yes;2.73;9.88;7.15;28.96;57.55;;;;
6660.00;yes;4.36;13.39;9.03;87.23;218.87;;;;
6661.00;yes;3.63;9.85;6.22;182.91;315.98;;;;
6662.00;yes;2.90;11.42;8.52;128.35;303.89;;;;
6663.00;yes;2.58;10.00;7.42;171.10;352.55;;;;
6664.00;yes;2.62;15.51;12.89;264.64;947.26;;;;
6665.00;yes;2.44;11.39;8.96;168.15;418.36;;;;
6666.00;yes;2.53;9.15;6.62;156.78;288.51;;;;
6667.00;yes;4.13;10.06;5.93;151.95;250.24;;;;
6668.00;yes;2.90;10.48;7.58;182.88;384.99;;;;
6669.00;yes;2.64;11.79;9.15;147.15;374.03;;;;
6670.00;yes;2.44;9.42;6.99;162.12;314.59;;;;
6671.00;yes;2.70;10.96;8.26;145.22;333.20;;;;
6672.00;yes;2.78;11.00;8.22;287.64;657.14;;;;
6673.00;yes;3.29;13.61;10.32;124.19;356.01;;;;
6674.00;yes;2.68;11.03;8.34;160.29;371.46;;;;
6675.00;yes;2.54;11.22;8.68;182.03;439.05;;;;
6676.00;yes;4.33;12.95;8.62;229.98;550.55;;;;
6677.00;yes;4.40;12.94;8.55;43.54;103.39;;;;
6678.00;yes;2.67;11.00;8.33;114.57;265.16;;;;
6679.00;yes;2.54;10.96;8.43;29.20;68.35;;;;
6680.00;yes;2.60;12.74;10.14;137.56;387.60;;;;
6681.00;yes;2.77;10.26;7.49;99.87;207.78;;;;
6682.00;yes;2.88;11.15;8.27;202.54;465.11;;;;
6683.00;yes;2.48;10.68;8.20;89.93;204.79;;;;
6684.00;yes;2.71;12.74;10.03;197.05;549.25;;;;
6685.00;yes;4.23;10.54;6.32;104.71;183.70;;;;
6686.00;yes;3.51;11.25;7.75;164.21;353.47;;;;
6687.00;yes;3.40;8.85;5.45;93.21;141.03;;;;
6688.00;yes;3.46;10.84;7.38;118.79;243.69;;;;
6689.00;yes;2.67;9.49;6.82;167.44;317.33;;;;
6690.00;yes;3.56;10.12;6.56;470.35;856.58;;;;
6691.00;yes;4.20;10.54;6.34;398.29;701.34;;;;
6692.00;yes;2.62;10.08;7.46;135.32;280.42;;;;
6693.00;yes;3.34;10.11;6.76;48.65;91.38;;;;
6694.00;yes;2.59;10.10;7.51;71.02;148.11;;;;
6695.00;yes;2.62;9.68;7.06;92.15;180.72;;;;
6696.00;yes;3.01;9.17;6.16;257.02;439.61;;;;
6697.00;yes;2.49;10.31;7.82;155.42;337.71;;;;
6698.00;yes;2.91;11.41;8.50;361.38;853.15;;;;
6699.00;yes;2.65;13.91;11.26;205.38;642.31;;;;
6700.00;yes;3.39;9.98;6.59;105.19;192.48;;;;
6701.00;yes;2.35;10.70;8.35;19.63;45.53;;;;
6702.00;yes;3.56;12.80;9.24;143.16;367.43;;;;
6703.00;yes;2.43;9.40;6.97;127.12;246.04;;;;
6704.00;yes;2.62;11.29;8.67;136.24;328.00;;;;
6705.00;yes;3.51;10.60;7.09;256.14;504.56;;;;
6706.00;yes;2.79;10.58;7.79;300.47;650.53;;;;
6707.00;yes;2.73;12.50;9.77;110.98;301.13;;;;
6708.00;yes;2.93;9.31;6.38;208.87;370.28;;;;
6709.00;yes;2.90;10.28;7.38;171.99;352.42;;;;
6710.00;yes;2.93;9.46;6.53;209.83;380.64;;;;
6711.00;yes;2.63;9.07;6.45;87.87;157.31;;;;
6712.00;yes;2.73;12.11;9.38;153.41;399.61;;;;
6713.00;yes;2.86;9.79;6.94;167.75;323.27;;;;
6714.00;yes;4.06;9.07;5.01;187.22;260.53;;;;
6715.00;yes;4.04;9.00;4.96;189.05;260.53;;;;
6716.00;yes;3.22;10.22;7.00;82.10;159.62;;;;
6717.00;yes;3.40;11.00;7.60;383.82;809.84;;;;
6718.00;yes;2.84;10.27;7.43;97.01;200.24;;;;
6719.00;yes;5.22;12.83;7.61;191.35;404.64;;;;
6720.00;yes;4.71;9.28;4.57;61.70;78.34;;;;
6721.00;yes;4.79;11.17;6.39;214.80;381.09;;;;
6722.00;yes;4.59;9.29;4.70;248.36;324.01;;;;
6723.00;yes;4.33;9.46;5.14;237.55;338.84;;;;
6724.00;yes;3.68;8.05;4.37;224.77;272.78;;;;
6725.00;yes;2.53;9.82;7.29;166.36;336.84;;;;
6726.00;yes;3.66;10.54;6.88;203.87;389.69;;;;
6727.00;yes;4.37;12.00;7.63;244.46;518.30;;;;
6728.00;yes;5.02;11.46;6.44;217.72;389.28;;;;
6729.00;yes;5.44;8.87;3.43;215.90;205.72;;;;
6730.00;yes;4.12;7.82;3.70;274.32;281.94;;;;
6731.00;yes;2.95;11.13;8.19;116.15;264.09;;;;
6732.00;yes;4.94;10.98;6.04;190.50;319.74;;;;
6733.00;yes;3.28;8.92;5.64;202.97;318.07;;;;
6734.00;yes;4.77;10.99;6.22;114.53;197.93;;;;
6735.00;yes;4.24;12.39;8.15;169.54;383.84;;;;
6736.00;yes;2.53;9.26;6.73;245.59;459.14;;;;
6737.00;yes;2.98;10.98;7.99;238.18;528.83;;;;
6738.00;yes;4.17;9.38;5.21;57.58;83.39;;;;
6739.00;yes;2.60;10.00;7.40;154.44;317.46;;;;
6740.00;yes;4.60;11.00;6.40;152.95;271.76;;;;
6741.00;yes;5.33;10.61;5.27;149.93;219.58;;;;
6742.00;yes;4.62;9.20;4.58;155.71;197.92;;;;
6743.00;yes;5.28;11.40;6.12;173.38;294.81;;;;
6744.00;yes;4.48;11.00;6.52;195.63;354.37;;;;
6745.00;yes;5.33;10.00;4.67;97.43;126.29;;;;
6746.00;yes;4.92;10.31;5.39;143.83;215.20;;;;
6747.00;yes;4.75;9.79;5.04;186.12;260.71;;;;
6748.00;yes;4.95;10.78;5.83;239.65;388.24;;;;
6749.00;yes;4.23;10.54;6.31;167.62;293.77;;;;
6750.00;yes;5.09;9.51;4.43;76.78;94.39;;;;
6751.00;yes;4.19;10.60;6.41;54.07;96.28;;;;
6752.00;yes;3.02;10.54;7.52;113.99;238.26;;;;
6753.00;yes;4.26;12.08;7.82;542.51;1178.33;;;;
6754.00;yes;3.46;10.20;6.74;50.15;93.97;;;;
6755.00;yes;4.22;10.21;6.00;179.44;298.96;;;;
6756.00;yes;4.73;11.88;7.16;260.99;518.84;;;;
6757.00;yes;4.46;10.08;5.62;197.72;308.78;;;;
6758.00;yes;5.34;9.49;4.15;47.26;54.50;;;;
6759.00;yes;4.81;9.76;4.95;140.13;192.67;;;;
6760.00;yes;4.58;8.90;4.32;134.10;161.03;;;;
6761.00;yes;4.44;10.28;5.85;203.96;331.33;;;;
6762.00;yes;4.96;10.34;5.38;221.63;331.40;;;;
6763.00;yes;2.83;9.44;6.60;231.68;424.95;;;;
6764.00;yes;2.53;9.93;7.40;287.04;590.37;;;;
6765.00;yes;4.18;9.88;5.70;203.41;322.13;;;;
6766.00;yes;3.24;10.20;6.95;162.12;313.06;;;;
6767.00;yes;3.58;9.13;5.55;85.30;131.40;;;;
6768.00;yes;5.02;10.01;4.99;250.81;347.82;;;;
6769.00;yes;2.61;9.58;6.97;164.26;318.04;;;;
6770.00;yes;4.04;10.99;6.95;188.58;364.06;;;;
6771.00;yes;5.60;10.33;4.73;193.31;253.85;;;;
6772.00;yes;5.83;11.35;5.52;158.64;243.21;;;;
6773.00;yes;4.71;13.26;8.55;187.32;444.91;;;;
6774.00;yes;4.13;10.26;6.13;313.07;533.12;;;;
6775.00;yes;3.70;12.00;8.30;113.37;261.30;;;;
6776.00;yes;4.25;9.49;5.24;155.15;225.61;;;;
6777.00;yes;3.00;10.87;7.87;162.10;354.25;;;;
6778.00;yes;3.56;11.95;8.40;124.99;291.54;;;;
6779.00;yes;4.13;7.88;3.75;119.82;124.72;;;;
6780.00;yes;4.30;13.00;8.70;150.36;363.42;;;;
6781.00;yes;3.55;8.37;4.82;157.42;210.68;;;;
6782.00;yes;6.08;8.48;2.40;203.44;135.63;;;;
6783.00;yes;4.12;11.89;7.78;53.17;114.85;;;;
6784.00;yes;2.74;10.00;7.26;196.07;395.15;;;;
6785.00;yes;3.09;10.13;7.04;176.41;345.20;;;;
6786.00;yes;5.32;10.64;5.31;78.26;115.51;;;;
6787.00;yes;3.77;11.51;7.74;200.62;431.58;;;;
6788.00;yes;2.55;10.09;7.54;242.34;507.40;;;;
6789.00;yes;3.25;11.00;7.75;175.68;378.05;;;;
6790.00;yes;4.69;10.83;6.15;210.74;359.92;;;;
6791.00;yes;3.01;11.83;8.81;142.67;349.34;;;;
6792.00;yes;4.37;10.70;6.33;107.66;189.28;;;;
6793.00;yes;4.13;10.28;6.14;162.97;278.11;;;;
6794.00;yes;4.18;13.00;8.82;131.42;322.06;;;;
6795.00;yes;4.15;11.97;7.82;203.01;440.98;;;;
6796.00;yes;2.74;10.00;7.26;134.78;271.96;;;;
6797.00;yes;5.09;12.00;6.90;145.94;279.87;;;;
6798.00;yes;4.81;9.99;5.18;157.60;226.95;;;;
6799.00;yes;2.96;10.37;7.42;161.69;333.06;;;;
6800.00;yes;2.86;11.39;8.53;127.40;301.95;;;;
6801.00;yes;5.16;11.06;5.90;37.08;60.77;;;;
6802.00;yes;5.28;10.00;4.72;160.94;210.89;;;;
6803.00;yes;4.16;8.93;4.77;203.53;269.81;;;;
6804.00;yes;2.73;9.97;7.23;20.38;40.93;;;;
6805.00;yes;3.97;10.93;6.96;36.92;71.42;;;;
6806.00;yes;4.12;12.00;7.88;159.06;348.03;;;;
6807.00;yes;4.96;8.43;3.46;264.20;254.09;;;;
6808.00;yes;4.77;12.78;8.01;192.12;427.65;;;;
6809.00;yes;5.60;10.00;4.40;123.20;150.68;;;;
6810.00;yes;5.26;10.00;4.74;116.44;153.25;;;;
6811.00;yes;2.73;11.20;8.47;258.34;607.86;;;;
6812.00;yes;4.53;10.17;5.64;113.15;177.24;;;;
6813.00;yes;4.37;10.89;6.52;154.73;280.38;;;;
6814.00;yes;0.06;12.93;12.87;13474.21;48186.45;;;;
6815.00;yes;3.15;8.77;5.61;70.75;110.35;;;;
6816.00;yes;2.54;8.92;6.37;137.80;243.95;;;;
6817.00;yes;2.77;7.05;4.28;46.74;55.53;;;;
6818.00;yes;2.53;10.91;8.38;113.78;264.81;;;;
6819.00;yes;2.51;10.75;8.24;173.57;397.28;;;;
6820.00;yes;2.63;10.03;7.40;191.26;393.25;;;;
6821.00;yes;2.94;10.00;7.06;130.86;256.76;;;;
6822.00;yes;2.63;11.73;9.10;139.06;351.69;;;;
6823.00;yes;3.13;7.52;4.39;123.18;150.36;;;;
6824.00;yes;2.53;10.42;7.89;136.12;298.28;;;;
6825.00;yes;2.73;13.17;10.44;120.34;349.04;;;;
6826.00;yes;2.63;10.50;7.87;204.40;446.71;;;;
6827.00;yes;3.98;7.33;3.34;124.56;115.68;;;;
6828.00;yes;2.71;9.47;6.76;162.30;304.77;;;;
