ID;Population density
1110;24804.98374
1111;29428.17873
1112;76243.89216
1113;29025.378
1114;0
1115;39688.94678
1116;50037.75147
1117;49094.33578
1118;38322.59135
1119;31513.22249
1120;8035.205891
1121;19418.06951
1122;30054.51698
1123;27728.25407
1124;30389.4376
1125;20738.47508
1126;36527.12139
1127;0
1128;12891.98556
1129;61013.48282
1130;37413.93539
1131;21942.3334
1132;30643.78818
1133;25746.56696
1134;35517.62703
1135;252.0767031
1136;28955.51459
1137;26010.58802
1138;33243.45453
1139;49993.65548
1140;10766.26716
1141;31867.59098
1142;30226.60394
1143;19715.82851
1144;19681.07471
1145;54015.7947
1146;17416.03476
1147;805.8925171
1148;27722.52903
1149;514.2527466
1150;514.2526855
1151;35425.66838
1152;10260.34163
1153;25514.07562
1154;0
1155;20493.57275
1156;17262.98179
1157;23212.85609
1158;43198.3811
1159;15895.41676
1160;23126.67351
1161;19620.00487
1162;53089.92263
1163;61189.69576
1164;35122.84649
1165;21724.27594
1166;34278.04747
1167;40942.47086
1168;11531.11863
1169;42431.19519
1170;44412.56199
1171;19397.5031
1172;5704.293569
1173;63495.92337
1174;53978.15281
1175;50060.65689
1176;44412.12292
1177;56308.12349
1178;0
1179;77479.33483
1180;73153.99809
1181;72099.19649
1182;74312.56387
1183;4857.742112
1184;55484.25082
1185;78928.39404
1186;66228.58437
1187;67408.86748
1188;38076.73218
1189;47606.46531
1190;76615.6947
1191;60148.17631
1192;59608.0392
1193;29028.63199
1194;37810.76129
1195;31870.99319
1196;58770.4374
1197;29151.74146
1198;39464.92722
1199;16704.37943
1200;33804.13206
1201;73998.69174
1202;37581.28246
1203;39556.14219
1204;49464.2113
1205;33466.5088
1206;72383.9447
1207;61709.91895
1208;36623.30671
1209;1587.392035
1210;1609.121092
1211;74588.57567
1212;5769.578199
1213;981.2811885
1214;33826.86088
1215;44927.53956
1216;35132.21438
1217;169.3982789
1218;30187.94493
1219;72925.01039
1220;29691.86777
1221;36774.15803
1222;32362.36655
1223;59770.32878
1224;41726.95173
1225;4738.721884
1226;169.3982729
1227;43269.3464
1228;968.7625523
1229;812.7118712
1230;6784.610861
1231;44432.38299
1232;169.3982697
1233;900.2271628
1234;54522.98198
1235;0
1236;75431.09588
1237;41221.02265
1238;27651.93218
1239;5746.46738
1240;1311.164545
1241;29388.53159
1242;54523.91483
1243;1714.701207
1244;31144.75737
1245;44021.34263
1246;9937.313181
1247;37692.00074
1248;812.5114746
1249;252.0766907
1250;40428.23505
1251;34496.1441
1252;13296.54754
1253;38140.86175
1254;35146.12431
1255;36193.58544
1256;39249.62455
1257;1787.897393
1258;13902.78692
1259;40862.20602
1260;1312.314453
1261;5403.585871
1262;25468.05373
1263;31675.1518
1264;42026.32755
1265;38893.78745
1266;35013.64804
1267;40756.88864
1268;812.5013123
1269;39047.92102
1270;18085.53462
1271;42948.80402
1272;36872.76604
1273;5984.965526
1274;37451.03148
1275;56333.19367
1276;38590.57908
1277;43932.31048
1278;34649.7244
1279;25251.43232
1280;37591.25556
1281;19391.4133
1282;41161.3325
1283;41689.25075
1284;970.6555507
1285;34773.89434
1286;44343.09092
1287;251.8824513
1288;44205.41158
1289;45033.40009
1290;43536.47875
1291;0
1292;39061.76495
1293;40283.67645
1294;42648.70177
1295;67119.8353
1296;37001.02931
1297;47608.86747
1298;45282.04216
1299;43000.97197
1300;44940.98196
1301;38758.2925
1302;36126.93201
1303;72417.88234
1304;52395.71929
1305;74597.59717
1306;41577.55155
1307;52757.19672
1308;75591.98978
1309;69626.71307
1310;70528.52404
1311;64567.07985
1312;38445.2582
1313;2482.468844
1314;3496.688816
1315;43147.92718
1316;24718.67605
1317;65324.30058
1318;62069.98168
1319;81762.60928
1320;69520.45388
1321;70791.96286
1322;14071.70218
1323;75914.26995
1324;58941.75823
1325;74038.63568
1326;60913.68696
1327;52517.63571
1328;49982.36736
1329;53540.45323
1330;49716.22726
1331;47476.16704
1332;90524.42284
1333;0
1334;53752.88319
1335;67332.37621
1336;2472.521142
1337;67872.00363
1338;70824.6218
1339;89240.11856
1340;38717.91727
1341;37146.91802
1342;36642.89766
1343;44664.2862
1344;70854.07347
1345;68613.62841
1346;45153.35979
1347;74327.33606
1348;74482.3909
1349;63114.575
1350;51583.07065
1351;41191.36665
1352;51413.02581
1353;52173.68237
1354;6776.43712
1355;61667.99984
1356;26125.26999
1357;67517.83743
1358;36669.43934
1359;2994.876116
1360;18273.96071
1361;40490.65311
1362;45688.80977
1363;37124.39712
1364;62080.18979
1365;7290.27594
1366;40605.80664
1367;40461.66856
1368;3016.163536
1369;514.2527198
1370;59028.2542
1371;1493.346971
1372;37694.25901
1373;3570.59398
1374;39888.746
1375;52508.78736
1376;8103.176572
1377;71297.04068
1378;52616.57289
1379;69398.69657
1380;1899.372694
1381;43320.25412
1382;40149.87334
1383;35178.33088
1384;18330.62762
1385;27387.73137
1386;34541.31795
1387;33899.9696
1388;39436.89735
1389;64437.39097
1390;38794.95937
1391;39174.91809
1392;27866.21818
1393;40036.80496
1394;11386.41264
1395;92024.64256
1396;51399.36522
1397;67421.67978
1398;67198.84305
1399;59946.4047
1400;40306.88594
1401;53288.83317
1402;79051.70588
1403;43966.87287
1404;56527.53346
1405;20343.02618
1406;169.398289
1407;3744.005835
1408;32590.07074
1409;71623.35589
1410;35082.15399
1411;252.0766907
1412;42647.997
1413;68958.41039
1414;36501.62001
1415;67460.68322
1416;41325.91938
1417;83497.10206
1418;74955.23627
1419;63199.25692
1420;63175.52947
1421;73512.11063
1422;67751.58748
1423;47175.8605
1424;68526.1952
1425;90846.83119
1426;58332.20111
1427;58594.63154
1428;43323.62435
1429;65009.08658
1430;76742.64195
1431;74232.19605
1432;80438.37029
1433;63313.09748
1434;64364.82783
1435;73748.89589
1436;76693.09096
1437;77564.23112
1438;78349.71968
1439;61432.99986
1440;64642.87875
1441;70767.27054
1442;81893.21244
1443;75928.77173
1444;41415.91599
1445;74217.49787
1446;58755.43028
1447;43705.39497
1448;57704.29186
1449;59702.80575
1450;49955.00704
1451;61016.19752
1452;53138.12697
1453;53112.67579
1454;51154.82265
1455;86000.72415
1456;67048.36869
1457;6923.683723
1458;65366.5675
1459;57611.04488
1460;38168.78895
1461;54748.95564
1462;52335.56572
1463;1494.307617
1464;1494.307617
1465;13765.45393
1466;1494.307617
1467;1494.307739
1468;25989.89118
1469;1494.307617
1470;1494.307617
1471;1494.307739
1472;79438.83307
1473;17242.35677
1474;0
1475;8297.791229
1476;75383.62817
1477;1494.307617
1478;1494.307617
1479;0
1480;1494.307739
1481;59451.75807
1482;1494.307739
1483;0
1484;1494.307617
1485;26549.88358
1486;9011.874303
1487;61743.76642
1488;64728.55082
1489;54918.09904
1490;15837.91032
1491;56229.86461
1492;0
1493;23446.20711
1494;56473.22211
1495;53654.32643
1496;65931.24538
1497;65781.98265
1498;1494.307739
1499;67659.54007
1500;1494.307739
1501;56742.8958
1502;1494.307617
1503;1679.574057
1504;1720.058076
1505;62152.61245
1506;66171.56624
1507;56556.78452
1508;66280.58418
1509;1494.307739
1510;1136.78819
1511;62429.56236
1512;1494.307617
1513;27182.38462
1514;1162.499314
1515;1107.428406
1516;1494.307739
1517;1084.892802
1518;1674.909496
1519;1494.307739
1520;0
1521;1494.307739
1522;53555.29256
1523;1584.393307
1524;3966.598893
1525;37053.40034
1526;62716.76078
1527;0
1528;1098.16665
1529;62835.1343
1530;43602.13675
1531;0
1532;65589.29203
1533;42518.02959
1534;1494.307617
1535;57518.74098
1536;3836.807706
1537;63829.37761
1538;9296.110256
1539;2377.980504
1540;67198.75051
1541;51838.09568
1542;3805.520401
1543;10603.70462
1544;51336.38387
1545;813.6497192
1546;3377.022397
1547;31090.77647
1548;49801.87042
1549;66709.3824
1550;9193.169718
1551;16932.94581
1552;33519.59652
1553;69285.42582
1554;20215.9915
1555;813.6497192
1556;8821.886201
1557;22108.39051
1558;20196.80549
1559;21782.39103
1560;20195.31147
1561;22843.34766
1562;21568.41011
1563;20406.33637
1564;59739.02341
1565;22064.82278
1566;20759.31197
1567;21302.50599
1568;22905.61859
1569;27587.74478
1570;19514.5256
1571;22152.1973
1572;22941.28914
1573;23865.99876
1574;23741.6091
1575;22966.27619
1576;23216.95396
1577;22294.77374
1578;20873.9334
1579;22131.41918
1580;24474.00762
1581;21311.02234
1582;21189.93792
1583;22745.18654
1584;20605.63517
1585;21084.78799
1586;20134.55948
1587;20966.99707
1588;20301.57714
1589;19908.81145
1590;23548.28884
1591;9797.416072
1592;21844.69121
1593;19726.21063
1594;22186.99028
1595;23264.13803
1596;40121.16803
1597;20739.40052
1598;22651.02698
1599;24116.26711
1600;19766.74449
1601;23504.32253
1602;19800.56675
1603;21656.12283
1604;19943.94507
1605;23862.07031
1606;9842.524305
1607;25151.30649
1608;16526.41846
1609;13920.1842
1610;13499.37118
1611;10731.43757
1612;812.4522705
1613;812.4522705
1614;15970.87306
1615;1264.761963
1616;1264.762085
1617;23076.51509
1618;1264.762085
1619;15632.68094
1620;1264.762085
1621;1264.761963
1622;1264.762085
1623;1264.761963
1624;1264.762085
1625;16371.49281
1626;812.4522705
1627;15806.37362
1628;1264.762085
1629;1264.762085
1630;1264.762085
1631;1264.762085
1632;1264.762085
1633;1264.762085
1634;1264.762085
1635;1264.762085
1636;14776.45345
1637;1264.761963
1638;1264.761963
1639;1264.761963
1640;1264.762085
1641;1264.762085
1642;1264.762085
1643;1264.762085
1644;14419.18348
1645;812.4522705
1646;812.4522705
1647;16229.40177
1648;1264.761963
1649;1264.762085
1650;1264.762085
1651;1264.762085
1652;1264.762085
1653;1264.762085
1654;1264.762085
1655;10845.41285
1656;34567.81003
1657;40154.82258
1658;31214.59995
1659;0
1660;35217.00017
1661;38581.32723
1662;33173.10238
1663;32997.61699
1664;69444.76355
1665;34011.6065
1666;35950.33784
1667;18051.78039
1668;7966.654766
1669;36531.38963
1670;69808.38099
1671;34919.77828
1672;45726.39088
1673;12558.37973
1674;36494.01496
1675;30413.85616
1676;24220.23532
1677;0
1678;27717.22373
1679;39565.83835
1680;59189.16855
1681;36211.15534
1682;31003.31108
1683;21018.23558
